case,activity,resource,timestamp,Org,Project,Task,Role
Case 359,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/05/29 17:06:26.000,organizational unit 65458,project 147546,task 9127,EMPLOYEE,
Case 359,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/05/29 17:07:34.000,organizational unit 65458,project 147546,task 9127,SUPERVISOR,
Case 359,Request Payment,SYSTEM,2017/06/01 12:07:57.000,organizational unit 65458,project 147546,task 9127,UNDEFINED,
Case 359,Payment Handled,SYSTEM,2017/06/08 17:30:58.000,organizational unit 65458,project 147546,task 9127,UNDEFINED,
Case 835,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/10/27 15:56:07.000,organizational unit 65463,project 148216,UNKNOWN,EMPLOYEE,
Case 835,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/10/27 15:56:12.000,organizational unit 65463,project 148216,UNKNOWN,PRE_APPROVER,
Case 835,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/10/30 10:15:52.000,organizational unit 65463,project 148216,UNKNOWN,SUPERVISOR,
Case 835,Request Payment,SYSTEM,2017/10/31 17:23:54.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED,
Case 835,Payment Handled,SYSTEM,2017/11/02 17:30:45.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED,
Case 3672,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/15 16:20:24.000,organizational unit 65488,project 147908,UNKNOWN,EMPLOYEE,
Case 3672,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/06/15 16:20:58.000,organizational unit 65488,project 147908,UNKNOWN,ADMINISTRATION,
Case 3672,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/06/18 15:30:35.000,organizational unit 65488,project 147908,UNKNOWN,EMPLOYEE,
Case 3672,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/04 12:19:45.000,organizational unit 65488,project 147908,UNKNOWN,EMPLOYEE,
Case 3672,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/04 12:19:58.000,organizational unit 65488,project 147908,UNKNOWN,ADMINISTRATION,
Case 3672,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/10 21:28:09.000,organizational unit 65488,project 147908,UNKNOWN,SUPERVISOR,
Case 3672,Request Payment,SYSTEM,2018/07/16 13:25:50.000,organizational unit 65488,project 147908,UNKNOWN,UNDEFINED,
Case 3672,Payment Handled,SYSTEM,2018/07/19 17:32:04.000,organizational unit 65488,project 147908,UNKNOWN,UNDEFINED,
Case 5996,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/15 17:05:51.000,organizational unit 65456,project 147556,task 175455,EMPLOYEE,
Case 5996,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/15 17:05:56.000,organizational unit 65456,project 147556,task 175455,ADMINISTRATION,
Case 5996,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/19 12:23:33.000,organizational unit 65456,project 147556,task 175455,SUPERVISOR,
Case 5996,Request Payment,SYSTEM,2018/11/20 10:00:24.000,organizational unit 65456,project 147556,task 175455,UNDEFINED,
Case 5996,Payment Handled,SYSTEM,2018/11/22 17:31:34.000,organizational unit 65456,project 147556,task 175455,UNDEFINED,
Case 2584,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/04 08:36:10.000,organizational unit 65477,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 2584,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/04 08:36:56.000,organizational unit 65477,UNKNOWN,UNKNOWN,ADMINISTRATION,
Case 2584,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/05 16:38:54.000,organizational unit 65477,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 54,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/30 13:31:58.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE,
Case 54,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/30 13:32:01.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR,
Case 54,Request Payment,SYSTEM,2017/01/31 13:14:17.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED,
Case 54,Payment Handled,SYSTEM,2017/02/02 17:32:54.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED,
Case 572,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/08/16 15:49:15.000,organizational unit 65458,project 147531,UNKNOWN,EMPLOYEE,
Case 572,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/08/16 15:49:21.000,organizational unit 65458,project 147531,UNKNOWN,SUPERVISOR,
Case 572,Request Payment,SYSTEM,2017/08/17 09:41:55.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED,
Case 572,Payment Handled,SYSTEM,2017/08/21 17:31:15.000,organizational unit 65458,project 147531,UNKNOWN,UNDEFINED,
Case 3093,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/08 10:00:50.000,organizational unit 65475,project 147546,task 9430,EMPLOYEE,
Case 3093,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/08 10:19:10.000,organizational unit 65475,project 147546,task 9430,ADMINISTRATION,
Case 3093,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/09 11:58:14.000,organizational unit 65475,project 147546,task 9430,SUPERVISOR,
Case 3093,Request Payment,SYSTEM,2018/05/14 09:31:49.000,organizational unit 65475,project 147546,task 9430,UNDEFINED,
Case 3093,Payment Handled,SYSTEM,2018/05/17 17:31:35.000,organizational unit 65475,project 147546,task 9430,UNDEFINED,
Case 4895,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/14 11:55:59.000,organizational unit 65476,project 147572,UNKNOWN,EMPLOYEE,
Case 4895,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/09/14 12:01:43.000,organizational unit 65476,project 147572,UNKNOWN,ADMINISTRATION,
Case 4895,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/09/14 13:50:11.000,organizational unit 65476,project 147572,UNKNOWN,EMPLOYEE,
Case 4895,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/14 16:26:44.000,organizational unit 65476,project 147572,UNKNOWN,EMPLOYEE,
Case 4895,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/14 16:27:35.000,organizational unit 65476,project 147572,UNKNOWN,ADMINISTRATION,
Case 4895,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/20 11:00:26.000,organizational unit 65476,project 147572,UNKNOWN,SUPERVISOR,
Case 4895,Request Payment,SYSTEM,2018/09/20 13:15:55.000,organizational unit 65476,project 147572,UNKNOWN,UNDEFINED,
Case 4895,Payment Handled,SYSTEM,2018/09/24 17:31:08.000,organizational unit 65476,project 147572,UNKNOWN,UNDEFINED,
Case 717,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/09/27 16:21:06.000,organizational unit 65458,project 503,UNKNOWN,EMPLOYEE,
Case 717,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/09/27 16:21:16.000,organizational unit 65458,project 503,UNKNOWN,SUPERVISOR,
Case 717,Request Payment,SYSTEM,2017/09/28 12:22:19.000,organizational unit 65458,project 503,UNKNOWN,UNDEFINED,
Case 717,Payment Handled,SYSTEM,2017/10/02 17:30:51.000,organizational unit 65458,project 503,UNKNOWN,UNDEFINED,
Case 6337,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/03 10:17:47.000,organizational unit 65469,project 147860,UNKNOWN,EMPLOYEE,
Case 6337,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/03 10:17:57.000,organizational unit 65469,project 147860,UNKNOWN,ADMINISTRATION,
Case 6337,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/03 14:23:35.000,organizational unit 65469,project 147860,UNKNOWN,SUPERVISOR,
Case 6337,Request Payment,SYSTEM,2018/12/04 11:11:11.000,organizational unit 65469,project 147860,UNKNOWN,UNDEFINED,
Case 6337,Payment Handled,SYSTEM,2018/12/06 17:31:34.000,organizational unit 65469,project 147860,UNKNOWN,UNDEFINED,
Case 3573,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/11 10:34:05.000,organizational unit 65461,project 148052,task 726,EMPLOYEE,
Case 3573,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/11 10:34:22.000,organizational unit 65461,project 148052,task 726,ADMINISTRATION,
Case 3573,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/20 11:39:51.000,organizational unit 65461,project 148052,task 726,BUDGET OWNER,
Case 3573,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/21 08:12:29.000,organizational unit 65461,project 148052,task 726,SUPERVISOR,
Case 3573,Request Payment,SYSTEM,2018/06/21 11:09:12.000,organizational unit 65461,project 148052,task 726,UNDEFINED,
Case 3573,Payment Handled,SYSTEM,2018/06/25 17:31:30.000,organizational unit 65461,project 148052,task 726,UNDEFINED,
Case 13,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/12 11:38:27.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE,
Case 13,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/01/12 11:39:17.000,organizational unit 65463,project 503,UNKNOWN,PRE_APPROVER,
Case 13,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/17 10:42:06.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR,
Case 13,Request Payment,SYSTEM,2017/01/19 10:51:49.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED,
Case 13,Payment Handled,SYSTEM,2017/01/23 17:32:19.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED,
Case 1341,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/19 09:47:14.000,organizational unit 65454,project 147582,task 31256,EMPLOYEE,
Case 1341,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/19 09:47:23.000,organizational unit 65454,project 147582,task 31256,ADMINISTRATION,
Case 1341,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/22 08:28:37.000,organizational unit 65454,project 147582,task 31256,SUPERVISOR,
Case 1341,Request Payment,SYSTEM,2018/02/01 08:30:06.000,organizational unit 65454,project 147582,task 31256,UNDEFINED,
Case 1341,Payment Handled,SYSTEM,2018/02/05 17:31:03.000,organizational unit 65454,project 147582,task 31256,UNDEFINED,
Case 2008,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/27 14:37:28.000,organizational unit 65473,project 147551,UNKNOWN,EMPLOYEE,
Case 2008,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/27 14:44:12.000,organizational unit 65473,project 147551,UNKNOWN,ADMINISTRATION,
Case 2008,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/02/28 16:51:15.000,organizational unit 65473,project 147551,UNKNOWN,BUDGET OWNER,
Case 2008,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/01 13:23:38.000,organizational unit 65473,project 147551,UNKNOWN,SUPERVISOR,
Case 2008,Request Payment,SYSTEM,2018/03/06 09:51:18.000,organizational unit 65473,project 147551,UNKNOWN,UNDEFINED,
Case 2008,Payment Handled,SYSTEM,2018/03/08 17:31:00.000,organizational unit 65473,project 147551,UNKNOWN,UNDEFINED,
Case 5748,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/31 13:29:12.000,organizational unit 65458,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 5748,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/31 13:29:41.000,organizational unit 65458,UNKNOWN,UNKNOWN,ADMINISTRATION,
Case 5748,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/31 16:15:01.000,organizational unit 65458,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 2734,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/12 10:56:29.000,organizational unit 65454,project 151278,task 33176,EMPLOYEE,
Case 2734,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/12 10:57:45.000,organizational unit 65454,project 151278,task 33176,ADMINISTRATION,
Case 2734,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/16 13:42:12.000,organizational unit 65454,project 151278,task 33176,SUPERVISOR,
Case 2734,Request Payment,SYSTEM,2018/04/17 08:35:53.000,organizational unit 65454,project 151278,task 33176,UNDEFINED,
Case 2734,Payment Handled,SYSTEM,2018/04/19 17:31:32.000,organizational unit 65454,project 151278,task 33176,UNDEFINED,
Case 4595,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/27 10:14:39.000,organizational unit 65456,project 148052,UNKNOWN,EMPLOYEE,
Case 4595,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/27 10:15:13.000,organizational unit 65456,project 148052,UNKNOWN,ADMINISTRATION,
Case 4595,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/27 14:37:08.000,organizational unit 65456,project 148052,UNKNOWN,SUPERVISOR,
Case 4595,Request Payment,SYSTEM,2018/08/28 08:07:31.000,organizational unit 65456,project 148052,UNKNOWN,UNDEFINED,
Case 4595,Payment Handled,SYSTEM,2018/08/30 17:31:14.000,organizational unit 65456,project 148052,UNKNOWN,UNDEFINED,
Case 2762,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/13 14:46:26.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 2762,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/13 14:52:42.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION,
Case 2762,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/16 08:55:11.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 1106,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/12/21 14:03:10.000,organizational unit 65458,project 147551,UNKNOWN,EMPLOYEE,
Case 1106,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2017/12/21 14:03:14.000,organizational unit 65458,project 147551,UNKNOWN,SUPERVISOR,
Case 1106,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/01/06 09:27:12.000,organizational unit 65458,project 147551,UNKNOWN,EMPLOYEE,
Case 1106,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/15 11:07:38.000,organizational unit 65458,project 147551,UNKNOWN,EMPLOYEE,
Case 1106,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/15 11:07:45.000,organizational unit 65458,project 147551,UNKNOWN,ADMINISTRATION,
Case 1106,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/15 12:42:00.000,organizational unit 65458,project 147551,UNKNOWN,BUDGET OWNER,
Case 1106,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/15 14:41:07.000,organizational unit 65458,project 147551,UNKNOWN,SUPERVISOR,
Case 1106,Request Payment,SYSTEM,2018/01/16 10:10:57.000,organizational unit 65458,project 147551,UNKNOWN,UNDEFINED,
Case 1106,Payment Handled,SYSTEM,2018/01/18 17:31:10.000,organizational unit 65458,project 147551,UNKNOWN,UNDEFINED,
Case 1307,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/17 12:54:19.000,organizational unit 65461,project 503,task 158075,EMPLOYEE,
Case 1307,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/17 13:00:12.000,organizational unit 65461,project 503,task 158075,ADMINISTRATION,
Case 1307,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/18 12:34:56.000,organizational unit 65461,project 503,task 158075,BUDGET OWNER,
Case 1307,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2018/01/19 13:19:50.000,organizational unit 65461,project 503,task 158075,SUPERVISOR,
Case 1307,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/01/22 15:09:24.000,organizational unit 65461,project 503,task 158075,EMPLOYEE,
Case 1307,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/22 15:21:33.000,organizational unit 65461,project 503,task 158075,EMPLOYEE,
Case 1307,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/22 15:22:08.000,organizational unit 65461,project 503,task 158075,ADMINISTRATION,
Case 1307,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/22 15:57:37.000,organizational unit 65461,project 503,task 158075,BUDGET OWNER,
Case 1307,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2018/01/23 08:49:19.000,organizational unit 65461,project 503,task 158075,SUPERVISOR,
Case 1307,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/01/23 10:32:06.000,organizational unit 65461,project 503,task 158075,EMPLOYEE,
Case 1307,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/23 15:38:13.000,organizational unit 65461,project 503,task 158075,EMPLOYEE,
Case 1307,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/23 15:38:52.000,organizational unit 65461,project 503,task 158075,ADMINISTRATION,
Case 1307,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/23 16:12:18.000,organizational unit 65461,project 503,task 158075,BUDGET OWNER,
Case 1307,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/25 12:07:07.000,organizational unit 65461,project 503,task 158075,SUPERVISOR,
Case 1307,Request Payment,SYSTEM,2018/01/26 15:44:21.000,organizational unit 65461,project 503,task 158075,UNDEFINED,
Case 1307,Payment Handled,SYSTEM,2018/01/29 17:31:11.000,organizational unit 65461,project 503,task 158075,UNDEFINED,
Case 425,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/06/21 17:23:05.000,organizational unit 65458,project 148052,UNKNOWN,EMPLOYEE,
Case 425,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/06/21 17:25:11.000,organizational unit 65458,project 148052,UNKNOWN,SUPERVISOR,
Case 425,Request Payment,SYSTEM,2017/06/22 14:11:41.000,organizational unit 65458,project 148052,UNKNOWN,UNDEFINED,
Case 425,Payment Handled,SYSTEM,2017/06/26 17:31:14.000,organizational unit 65458,project 148052,UNKNOWN,UNDEFINED,
Case 2791,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/16 23:24:30.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 2791,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/16 23:24:36.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION,
Case 2791,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/17 10:15:38.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE,
Case 2721,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/11 10:38:35.000,organizational unit 65463,project 148052,UNKNOWN,EMPLOYEE,
Case 2721,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/11 10:40:20.000,organizational unit 65463,project 148052,UNKNOWN,ADMINISTRATION,
Case 2721,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/11 12:10:42.000,organizational unit 65463,project 148052,UNKNOWN,SUPERVISOR,
Case 2721,Request Payment,SYSTEM,2018/04/12 08:56:30.000,organizational unit 65463,project 148052,UNKNOWN,UNDEFINED,
Case 2721,Payment Handled,SYSTEM,2018/04/16 17:31:11.000,organizational unit 65463,project 148052,UNKNOWN,UNDEFINED,
Case 4606,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/27 15:18:18.000,organizational unit 65454,project 147701,task 71808,EMPLOYEE,
Case 4606,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/27 15:19:08.000,organizational unit 65454,project 147701,task 71808,ADMINISTRATION,
Case 4606,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/28 10:56:45.000,organizational unit 65454,project 147701,task 71808,SUPERVISOR,
Case 4606,Request Payment,SYSTEM,2018/09/04 11:09:46.000,organizational unit 65454,project 147701,task 71808,UNDEFINED,
Case 4606,Payment Handled,SYSTEM,2018/09/06 17:31:09.000,organizational unit 65454,project 147701,task 71808,UNDEFINED,
Case 4392,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/03 10:34:57.000,organizational unit 65454,project 154071,UNKNOWN,EMPLOYEE,
Case 4392,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/03 10:35:10.000,organizational unit 65454,project 154071,UNKNOWN,ADMINISTRATION,
Case 4392,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/06 10:14:38.000,organizational unit 65454,project 154071,UNKNOWN,SUPERVISOR,
Case 4392,Request Payment,SYSTEM,2018/08/14 09:28:47.000,organizational unit 65454,project 154071,UNKNOWN,UNDEFINED,
