case,activity,resource,timestamp,Org,Project,Task,Role
6600,Request Payment,SYSTEM,2018/12/20 09:58:14.000,organizational unit 65475,project 147546,UNKNOWN,UNDEFINED
6600,Payment Handled,SYSTEM,2019/01/03 11:59:16.000,organizational unit 65475,project 147546,UNKNOWN,UNDEFINED
6671,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/15 10:26:49.000,organizational unit 65458,project 148052,UNKNOWN,EMPLOYEE
6671,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/15 10:26:57.000,organizational unit 65458,project 148052,UNKNOWN,ADMINISTRATION
6671,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/16 14:17:32.000,organizational unit 65458,project 148052,UNKNOWN,SUPERVISOR
6671,Request Payment,SYSTEM,2018/12/18 09:41:45.000,organizational unit 65458,project 148052,UNKNOWN,UNDEFINED
6671,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65458,project 148052,UNKNOWN,UNDEFINED
3619,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/13 11:43:55.000,organizational unit 65465,project 147556,task 153156,EMPLOYEE
3619,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/13 11:44:04.000,organizational unit 65465,project 147556,task 153156,ADMINISTRATION
3619,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/13 12:16:27.000,organizational unit 65465,project 147556,task 153156,SUPERVISOR
3619,Request Payment,SYSTEM,2018/06/14 08:49:53.000,organizational unit 65465,project 147556,task 153156,UNDEFINED
3619,Payment Handled,SYSTEM,2018/06/18 17:31:20.000,organizational unit 65465,project 147556,task 153156,UNDEFINED
685,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/09/22 10:32:25.000,organizational unit 65458,project 503,UNKNOWN,EMPLOYEE
685,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/09/22 10:32:30.000,organizational unit 65458,project 503,UNKNOWN,SUPERVISOR
685,Request Payment,SYSTEM,2017/09/25 14:47:43.000,organizational unit 65458,project 503,UNKNOWN,UNDEFINED
685,Payment Handled,SYSTEM,2017/09/28 17:31:06.000,organizational unit 65458,project 503,UNKNOWN,UNDEFINED
3441,Request For Payment SAVED by EMPLOYEE,STAFF MEMBER,2018/06/04 08:49:08.000,organizational unit 65462,UNKNOWN,UNKNOWN,EMPLOYEE
856,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/11/01 16:20:56.000,organizational unit 65458,project 147582,UNKNOWN,EMPLOYEE
856,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/11/01 16:21:01.000,organizational unit 65458,project 147582,UNKNOWN,SUPERVISOR
856,Request Payment,SYSTEM,2017/11/02 16:49:51.000,organizational unit 65458,project 147582,UNKNOWN,UNDEFINED
856,Payment Handled,SYSTEM,2017/11/06 17:30:56.000,organizational unit 65458,project 147582,UNKNOWN,UNDEFINED
6533,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/11 10:44:51.000,organizational unit 65461,project 147556,UNKNOWN,EMPLOYEE
6533,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/11 10:48:17.000,organizational unit 65461,project 147556,UNKNOWN,ADMINISTRATION
6533,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/18 10:11:15.000,organizational unit 65461,project 147556,UNKNOWN,SUPERVISOR
6533,Request Payment,SYSTEM,2018/12/19 12:47:35.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
6533,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
2548,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/02 11:29:09.000,organizational unit 65475,project 147860,task 44199,EMPLOYEE
2548,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/02 11:29:19.000,organizational unit 65475,project 147860,task 44199,ADMINISTRATION
2548,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/03 11:35:18.000,organizational unit 65475,project 147860,task 44199,SUPERVISOR
2548,Request Payment,SYSTEM,2018/04/03 15:14:20.000,organizational unit 65475,project 147860,task 44199,UNDEFINED
2548,Payment Handled,SYSTEM,2018/04/05 17:30:53.000,organizational unit 65475,project 147860,task 44199,UNDEFINED
3055,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/03 20:47:37.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
3055,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/03 20:52:53.000,organizational unit 65458,project 147546,UNKNOWN,ADMINISTRATION
3055,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/04 11:56:15.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
3055,Request Payment,SYSTEM,2018/05/08 11:02:48.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
3055,Payment Handled,SYSTEM,2018/05/14 17:31:23.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
1550,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/30 11:48:53.000,organizational unit 65482,project 147860,UNKNOWN,EMPLOYEE
1550,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/30 11:49:06.000,organizational unit 65482,project 147860,UNKNOWN,ADMINISTRATION
1550,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/31 15:49:30.000,organizational unit 65482,project 147860,UNKNOWN,SUPERVISOR
1550,Request Payment,SYSTEM,2018/02/06 08:32:45.000,organizational unit 65482,project 147860,UNKNOWN,UNDEFINED
1550,Payment Handled,SYSTEM,2018/02/08 17:31:11.000,organizational unit 65482,project 147860,UNKNOWN,UNDEFINED
2969,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/26 16:14:11.000,organizational unit 65469,project 147649,task 164247,EMPLOYEE
2969,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/26 16:14:13.000,organizational unit 65469,project 147649,task 164247,ADMINISTRATION
2969,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/30 10:21:33.000,organizational unit 65469,project 147649,task 164247,EMPLOYEE
2969,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/30 10:52:22.000,organizational unit 65469,project 147649,task 164247,EMPLOYEE
2969,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/30 10:53:14.000,organizational unit 65469,project 147649,task 164247,ADMINISTRATION
2969,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/30 11:12:38.000,organizational unit 65469,project 147649,task 164247,BUDGET OWNER
2969,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/01 09:07:04.000,organizational unit 65469,project 147649,task 164247,SUPERVISOR
2969,Request Payment,SYSTEM,2018/05/04 17:06:07.000,organizational unit 65469,project 147649,task 164247,UNDEFINED
2969,Payment Handled,SYSTEM,2018/05/07 17:31:15.000,organizational unit 65469,project 147649,task 164247,UNDEFINED
4629,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/28 11:30:03.000,organizational unit 65454,project 147582,task 174660,EMPLOYEE
4629,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/28 11:30:12.000,organizational unit 65454,project 147582,task 174660,ADMINISTRATION
4629,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/08/30 08:01:34.000,organizational unit 65454,project 147582,task 174660,BUDGET OWNER
4629,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/04 08:31:06.000,organizational unit 65454,project 147582,task 174660,SUPERVISOR
4629,Request Payment,SYSTEM,2018/09/08 20:11:00.000,organizational unit 65454,project 147582,task 174660,UNDEFINED
4629,Payment Handled,SYSTEM,2018/09/13 17:31:15.000,organizational unit 65454,project 147582,task 174660,UNDEFINED
6805,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/20 10:13:17.000,organizational unit 65473,project 147531,UNKNOWN,EMPLOYEE
6805,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/20 10:13:21.000,organizational unit 65473,project 147531,UNKNOWN,ADMINISTRATION
6805,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/21 12:16:45.000,organizational unit 65473,project 147531,UNKNOWN,SUPERVISOR
6805,Request Payment,SYSTEM,2019/01/10 16:27:44.000,organizational unit 65473,project 147531,UNKNOWN,UNDEFINED
6805,Payment Handled,SYSTEM,2019/01/14 17:31:21.000,organizational unit 65473,project 147531,UNKNOWN,UNDEFINED
2826,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/18 12:05:37.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE
2826,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/18 12:06:55.000,organizational unit 65469,project 147546,UNKNOWN,ADMINISTRATION
2826,Request For Payment REJECTED by BUDGET OWNER,STAFF MEMBER,2018/04/18 14:31:58.000,organizational unit 65469,project 147546,UNKNOWN,BUDGET OWNER
2826,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/19 15:44:18.000,organizational unit 65469,project 147546,UNKNOWN,EMPLOYEE
6265,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/29 14:22:15.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
6265,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/29 14:23:19.000,organizational unit 65458,project 147546,UNKNOWN,ADMINISTRATION
6265,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/29 19:41:55.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
6265,Request Payment,SYSTEM,2018/11/30 09:24:35.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
6265,Payment Handled,SYSTEM,2018/12/03 17:31:24.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
5085,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/26 09:52:32.000,organizational unit 65486,project 147701,UNKNOWN,EMPLOYEE
5085,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/26 09:52:39.000,organizational unit 65486,project 147701,UNKNOWN,ADMINISTRATION
5085,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/01 10:48:46.000,organizational unit 65486,project 147701,UNKNOWN,BUDGET OWNER
5085,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/02 09:36:01.000,organizational unit 65486,project 147701,UNKNOWN,SUPERVISOR
5085,Request Payment,SYSTEM,2018/10/02 11:46:20.000,organizational unit 65486,project 147701,UNKNOWN,UNDEFINED
5085,Payment Handled,SYSTEM,2018/10/04 17:31:17.000,organizational unit 65486,project 147701,UNKNOWN,UNDEFINED
4547,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/23 09:55:36.000,organizational unit 65456,project 147556,UNKNOWN,EMPLOYEE
4547,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/23 09:55:50.000,organizational unit 65456,project 147556,UNKNOWN,ADMINISTRATION
4547,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/30 09:33:58.000,organizational unit 65456,project 147556,UNKNOWN,SUPERVISOR
4547,Request Payment,SYSTEM,2018/08/30 16:32:54.000,organizational unit 65456,project 147556,UNKNOWN,UNDEFINED
4547,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65456,project 147556,UNKNOWN,UNDEFINED
4851,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/12 12:14:28.000,organizational unit 65461,project 147546,UNKNOWN,EMPLOYEE
4851,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/12 12:14:34.000,organizational unit 65461,project 147546,UNKNOWN,ADMINISTRATION
4851,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/12 12:19:29.000,organizational unit 65461,project 147546,UNKNOWN,SUPERVISOR
4851,Request Payment,SYSTEM,2018/09/12 13:29:32.000,organizational unit 65461,project 147546,UNKNOWN,UNDEFINED
4851,Payment Handled,SYSTEM,2018/09/13 17:31:15.000,organizational unit 65461,project 147546,UNKNOWN,UNDEFINED
5096,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/26 12:31:42.000,organizational unit 65462,project 147572,UNKNOWN,EMPLOYEE
5096,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/26 12:31:49.000,organizational unit 65462,project 147572,UNKNOWN,ADMINISTRATION
5096,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/27 10:05:25.000,organizational unit 65462,project 147572,UNKNOWN,SUPERVISOR
5096,Request Payment,SYSTEM,2018/09/28 13:26:50.000,organizational unit 65462,project 147572,UNKNOWN,UNDEFINED
5096,Payment Handled,SYSTEM,2018/10/01 17:31:15.000,organizational unit 65462,project 147572,UNKNOWN,UNDEFINED
5197,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/02 04:20:25.000,organizational unit 65465,project 503,task 7924,EMPLOYEE
5197,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/02 04:20:28.000,organizational unit 65465,project 503,task 7924,ADMINISTRATION
5197,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/02 10:11:40.000,organizational unit 65465,project 503,task 7924,SUPERVISOR
5197,Request Payment,SYSTEM,2018/10/05 12:37:30.000,organizational unit 65465,project 503,task 7924,UNDEFINED
5197,Payment Handled,SYSTEM,2018/10/08 17:31:17.000,organizational unit 65465,project 503,task 7924,UNDEFINED
2896,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/23 11:32:59.000,organizational unit 65454,project 147620,UNKNOWN,EMPLOYEE
2896,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/23 11:34:15.000,organizational unit 65454,project 147620,UNKNOWN,ADMINISTRATION
2896,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/23 13:40:20.000,organizational unit 65454,project 147620,UNKNOWN,BUDGET OWNER
2896,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/30 05:15:52.000,organizational unit 65454,project 147620,UNKNOWN,SUPERVISOR
2896,Request Payment,SYSTEM,2018/04/30 08:55:49.000,organizational unit 65454,project 147620,UNKNOWN,UNDEFINED
2896,Payment Handled,SYSTEM,2018/05/03 17:31:17.000,organizational unit 65454,project 147620,UNKNOWN,UNDEFINED
4007,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/04 09:58:05.000,organizational unit 65462,project 147908,UNKNOWN,EMPLOYEE
4007,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/04 10:02:15.000,organizational unit 65462,project 147908,UNKNOWN,ADMINISTRATION
4007,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/07/12 11:55:43.000,organizational unit 65462,project 147908,UNKNOWN,BUDGET OWNER
4007,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/19 05:15:44.000,organizational unit 65462,project 147908,UNKNOWN,SUPERVISOR
4007,Request Payment,SYSTEM,2018/07/19 21:57:03.000,organizational unit 65462,project 147908,UNKNOWN,UNDEFINED
4007,Payment Handled,SYSTEM,2018/07/23 17:31:11.000,organizational unit 65462,project 147908,UNKNOWN,UNDEFINED
3169,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/15 14:21:37.000,organizational unit 65468,project 147556,UNKNOWN,EMPLOYEE
3169,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/15 14:34:06.000,organizational unit 65468,project 147556,UNKNOWN,ADMINISTRATION
3169,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/15 16:28:48.000,organizational unit 65468,project 147556,UNKNOWN,BUDGET OWNER
3169,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/22 05:15:26.000,organizational unit 65468,project 147556,UNKNOWN,SUPERVISOR
3169,Request Payment,SYSTEM,2018/05/22 15:14:24.000,organizational unit 65468,project 147556,UNKNOWN,UNDEFINED
3169,Payment Handled,SYSTEM,2018/05/24 17:31:08.000,organizational unit 65468,project 147556,UNKNOWN,UNDEFINED
1293,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/16 13:18:04.000,organizational unit 65482,UNKNOWN,UNKNOWN,EMPLOYEE
1293,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/01/16 13:18:06.000,organizational unit 65482,UNKNOWN,UNKNOWN,ADMINISTRATION
1293,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/01/22 15:12:36.000,organizational unit 65482,UNKNOWN,UNKNOWN,EMPLOYEE
2413,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/23 11:14:05.000,organizational unit 65468,project 147556,UNKNOWN,EMPLOYEE
2413,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/23 11:16:37.000,organizational unit 65468,project 147556,UNKNOWN,ADMINISTRATION
2413,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/03/23 11:39:22.000,organizational unit 65468,project 147556,UNKNOWN,BUDGET OWNER
2413,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/27 09:19:15.000,organizational unit 65468,project 147556,UNKNOWN,SUPERVISOR
2413,Request Payment,SYSTEM,2018/03/27 10:45:40.000,organizational unit 65468,project 147556,UNKNOWN,UNDEFINED
2413,Payment Handled,SYSTEM,2018/03/29 17:31:11.000,organizational unit 65468,project 147556,UNKNOWN,UNDEFINED
4009,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/04 10:13:26.000,organizational unit 65466,project 147546,UNKNOWN,EMPLOYEE
4009,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/04 10:29:03.000,organizational unit 65466,project 147546,UNKNOWN,ADMINISTRATION
4009,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/07/04 11:39:16.000,organizational unit 65466,project 147546,UNKNOWN,BUDGET OWNER
4009,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/05 06:29:46.000,organizational unit 65466,project 147546,UNKNOWN,SUPERVISOR
4009,Request Payment,SYSTEM,2018/07/05 22:43:32.000,organizational unit 65466,project 147546,UNKNOWN,UNDEFINED
4009,Payment Handled,SYSTEM,2018/07/09 17:31:27.000,organizational unit 65466,project 147546,UNKNOWN,UNDEFINED
4745,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/05 15:47:36.000,organizational unit 65458,project 153345,task 65893,EMPLOYEE
4745,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/05 15:48:11.000,organizational unit 65458,project 153345,task 65893,ADMINISTRATION
4745,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/06 15:11:21.000,organizational unit 65458,project 153345,task 65893,SUPERVISOR
4745,Request Payment,SYSTEM,2018/09/10 12:18:00.000,organizational unit 65458,project 153345,task 65893,UNDEFINED
4745,Payment Handled,SYSTEM,2018/09/13 17:31:15.000,organizational unit 65458,project 153345,task 65893,UNDEFINED
966,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/11/28 14:13:46.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE
966,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/11/28 14:14:00.000,organizational unit 65463,project 503,UNKNOWN,PRE_APPROVER
966,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/11/28 17:43:24.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR
966,Request Payment,SYSTEM,2017/11/30 14:37:23.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
966,Payment Handled,SYSTEM,2017/12/04 17:31:18.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
2780,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/16 12:08:14.000,organizational unit 65479,project 147551,UNKNOWN,EMPLOYEE
2780,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/16 12:08:24.000,organizational unit 65479,project 147551,UNKNOWN,ADMINISTRATION
2780,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/08 10:56:35.000,organizational unit 65479,project 147551,UNKNOWN,SUPERVISOR
2780,Request Payment,SYSTEM,2018/05/15 09:35:46.000,organizational unit 65479,project 147551,UNKNOWN,UNDEFINED
2780,Payment Handled,SYSTEM,2018/05/17 17:31:35.000,organizational unit 65479,project 147551,UNKNOWN,UNDEFINED
6614,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/13 13:58:33.000,organizational unit 65458,project 147908,UNKNOWN,EMPLOYEE
6614,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/13 13:58:34.000,organizational unit 65458,project 147908,UNKNOWN,ADMINISTRATION
6614,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/13 14:41:31.000,organizational unit 65458,project 147908,UNKNOWN,BUDGET OWNER
